z,a,symbol,ordering,"energy [keV]",halflife,spin,"magnetic dipole [nm]","electric quadrupole [b]",reference_standard,method,description,citation_01,doi_01,citation_02,doi_02,citation_03,doi_03,citation_04,doi_04,citation_05,doi_05
64,144,Gd,10,3433,"130 ns",10+,+12.76(14),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1979HA15,10.1103/PhysRevLett.42.1451,,,,,,,,
64,146,Gd,10,1580,"1.1 ns",3-,+2.1(9),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1979KE03,10.1007/BF01408119,,,,,,,,
64,146,Gd,20,2982,"6.7 ns",7-,+9.0(2),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1979HA15,10.1103/PhysRevLett.42.1451,,,,,,,,
64,146,Gd,30,,,,+8.3(4),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1979KE03,10.1007/BF01408119,,,,,,,,
64,146,Gd,40,,,,+7.9(6),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1979FA01,10.1016/0370-2693(79)90195-3,,,,,,,,
64,146,Gd,50,8916,"4.1 ns",(19+),+12(2),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1979HA15,10.1103/PhysRevLett.42.1451,,,,,,,,
64,147,Gd,10,0,"38.1 h",7/2-,1.02(9),,,NO/S,"Static Nuclear Orientation with gamma detection",1987KR11,10.1007/BF02072681,,,,,,,,
64,147,Gd,20,,,,1.2(2),,,NO/S,"Static Nuclear Orientation with gamma detection",1986VA16,10.1016/0375-9474(86)90016-3,,,,,,,,
64,147,Gd,30,997,"22.2 ns",13/2+,+0.49(2),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1987DA27,10.1016/0370-2693(87)91457-2,,,,,,,,
64,147,Gd,40,,,,-0.24(7),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1979HA15,10.1103/PhysRevLett.42.1451,,,,,,,,
64,147,Gd,70,2760,"4.4 ns",21/2+,+7.6(12),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1979HA15,10.1103/PhysRevLett.42.1451,,,,,,,,
64,147,Gd,80,3582,"27 ns",27/2-,+11.3(2),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1979HA15,10.1103/PhysRevLett.42.1451,,,,,,,,
64,147,Gd,90,,,,+11.9(3),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1979FA01,10.1016/0370-2693(79)90195-3,,,,,,,,
64,147,Gd,120,8587,"510 ns",49/2+,+10.9(2),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1979HA15,10.1103/PhysRevLett.42.1451,,,,,,,,
64,147,Gd,150,10993,"0.8 ns",59/2-,+11(2),,,TF,"Transient Field integral perturbed angular correlation",1989HA15,10.1103/PhysRevC.39.2237,,,,,,,,
64,148,Gd,10,2695,"16.5 ns",9-,-0.16(2),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1987DA27,10.1016/0370-2693(87)91457-2,,,,,,,,
64,148,Gd,20,,,,-0.25(8),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1979HA15,10.1103/PhysRevLett.42.1451,,,,,,,,
64,148,Gd,40,,,,,1.01(5),,TDPAD,"Time Dependent Perturbed Angular Distribution",1982HA22,10.1016/0375-9474(82)90394-3,,,,,,,,
64,149,Gd,10,0,"9.4 d",7/2-,0.88(4),,,NO/S,"Static Nuclear Orientation with gamma detection",1987KR11,10.1007/BF02072681,,,,,,,,
64,149,Gd,20,,,,0.97(6),,,NO/S,"Static Nuclear Orientation with gamma detection",1987BE33,10.1007/BF02072690,,,,,,,,
64,149,Gd,30,,,,1.1(2),,,NO/S,"Static Nuclear Orientation with gamma detection",1985AL21,10.1016/0375-9474(85)90067-3,,,,,,,,
64,151,Gd,10,0,"120 d",7/2-,0.77(6),,,NO/S,"Static Nuclear Orientation with gamma detection",1987BE33,10.1007/BF02072690,,,,,,,,
64,151,Gd,30,,,,-1.2(2),,,IPAC,"Integral Perturbed Angular Correlation",1976BA26,10.1007/BF01415595,1976BA59,10.1007/BF01021158,,,,,,
64,151,Gd,40,395,"0.31 ns",3/2-,-2.5(8),,,IPAC,"Integral Perturbed Angular Correlation",1977GRZF,,,,,,,,,
64,152,Gd,20,,,,+0.90(8),,"[152Sm 122.]",TF,"Transient Field integral perturbed angular correlation",1987BE08,10.1007/BF02394099,,,,,,,,
64,152,Gd,30,755,"6.1 ps",4+,(+)2.0(5),,"[152Gd 344.]",TF,"Transient Field integral perturbed angular correlation",1999MA06,10.1103/PhysRevC.59.665,,,,,,,,
64,153,Gd,10,0,"241.6 d",3/2-,0.38(8),,,NO/S,"Static Nuclear Orientation with gamma detection",1985AL21,10.1016/0375-9474(85)90067-3,,,,,,,,
64,153,Gd,30,129,"2.50 ns",3/2-,+0.37(7),,,IPAC,"Integral Perturbed Angular Correlation",1977BA63,10.1007/BF01021574,,,,,,,,
64,154,Gd,20,,,,+0.86(6),,"[156Gd 89.]",TDPAC,"Time Dependent Perturbed Angular Correlation",1970WA26,10.1007/BF01399580,,,,,,,,
64,154,Gd,30,,,,,"-1.82(4) a",[155Gd],Mu-X,"Muonic X-ray Hyperfine Structure",1983LA08,10.1103/PhysRevC.27.1772,,,,,,,,
64,155,Gd,10,0,stable,3/2-,-0.2572(4),,,ENDOR,"Electron-nuclear Double Resonance",1978VA24,10.1088/0022-3719/11/1/028,,,,,,,,
64,155,Gd,20,,,,-0.2591(5),,,AB/D,"Atomic Beam Magnetic Resonance (direct moment measurement)",1969UN02,10.1088/0022-3700/2/1/318,,,,,,,,
64,155,Gd,30,,,,,"+1.27(5) ",,ABLS,"Atomic Beam Laser Spectroscopy",1990JI06,10.1007/BF02401215,,,,,,,,
64,155,Gd,40,,,,,"1.27(3) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1983LA08,10.1103/PhysRevC.27.1772,,,,,,,,
64,155,Gd,60,60,"0.19 ns",5/2-,,"-0.44(2) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1983LA08,10.1103/PhysRevC.27.1772,,,,,,,,
64,155,Gd,70,87,"6.35 ns",5/2+,-0.525(2),,[155Gd],ME,"Mossbauer Effect",1978CO23,10.1007/BF01021716,,,,,,,,
64,155,Gd,80,,,,-0.518(5),,[155Gd],ME,"Mossbauer Effect",1977VA21,10.1016/0378-4363(77)90147-4,,,,,,,,
64,155,Gd,90,,,,-0.533(4),,[155Gd],ME,"Mossbauer Effect",1973AR03,10.1016/0370-2693(73)90377-8,,,,,,,,
64,155,Gd,110,,,,,+0.13(3),[155Gd],ME,"Mossbauer Effect",1978CO23,10.1007/BF01021716,,,,,,,,
64,155,Gd,120,,,,,+0.111(7),[155Gd],ME,"Mossbauer Effect",1977VA21,10.1016/0378-4363(77)90147-4,,,,,,,,
64,155,Gd,130,,,,,+0.113(8),[155Gd],ME,"Mossbauer Effect",1973AR03,10.1016/0370-2693(73)90377-8,,,,,,,,
64,155,Gd,140,105,"1.18 ns",3/2+,+0.143(5),,[155Gd],ME,"Mossbauer Effect",1978CO23,10.1007/BF01021716,,,,,,,,
64,155,Gd,160,,,,,+0.96(3),[155Gd],ME,"Mossbauer Effect",1978CO23,10.1007/BF01021716,,,,,,,,
64,155,Gd,170,,,,,+1.30(4),[155Gd],ME,"Mossbauer Effect",1974AR23,10.1016/0375-9474(74)90464-3,,,,,,,,
64,155,Gd,180,146,"101 ps",7/2-,+0.4(4),,[156Gd],TF,"Transient Field integral perturbed angular correlation",1998ST28,10.1016/S0375-9474(98)00540-5,,,,,,,,
64,155,Gd,190,252,"58 ps",9/2-,+1.2(3),,[156Gd],TF,"Transient Field integral perturbed angular correlation",1998ST28,10.1016/S0375-9474(98)00540-5,,,,,,,,
64,155,Gd,200,392,"23 ps",11/2-,+1.5(3),,[156Gd],TF,"Transient Field integral perturbed angular correlation",1998ST28,10.1016/S0375-9474(98)00540-5,,,,,,,,
64,155,Gd,210,534,"14.6 ps",13/2-,+1.9(3),,[156Gd],TF,"Transient Field integral perturbed angular correlation",1998ST28,10.1016/S0375-9474(98)00540-5,,,,,,,,
64,155,Gd,220,730,"5.8 ps",15/2-,+2.6(5),,[156Gd],TF,"Transient Field integral perturbed angular correlation",1998ST28,10.1016/S0375-9474(98)00540-5,,,,,,,,
64,155,Gd,230,897,"4.9 ps",17/2-,+2.2(9),,[156Gd],TF,"Transient Field integral perturbed angular correlation",1998ST28,10.1016/S0375-9474(98)00540-5,,,,,,,,
64,155,Gd,240,1142,"2.4 ps",19/2-,+2.9(10),,[156Gd],TF,"Transient Field integral perturbed angular correlation",1998ST28,10.1016/S0375-9474(98)00540-5,,,,,,,,
64,156,Gd,10,89,"2.21 ns",2+,+0.82(14),,"[158Gd 261]",TF,"Transient Field integral perturbed angular correlation",1991ST01,10.1007/BF01284786,,,,,,,,
64,156,Gd,20,,,,+0.774(8),,[155Gd],ME,"Mossbauer Effect",1974AR23,10.1016/0375-9474(74)90464-3,,,,,,,,
64,156,Gd,30,,,,,"-1.93(4) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1983LA08,10.1103/PhysRevC.27.1772,,,,,,,,
64,156,Gd,40,,,,,-1.96(4),[155Gd],ME,"Mossbauer Effect",1974AR23,10.1016/0375-9474(74)90464-3,,,,,,,,
64,156,Gd,50,288,"112 ps",4+,+1.68(12),,"[156Gd 89.]",TF,"Transient Field integral perturbed angular correlation",1992BR07,10.1103/PhysRevC.45.1549,,,,,,,,
64,156,Gd,60,,,,+1.76(16),,"[156Gd 89.]",TF,"Transient Field integral perturbed angular correlation",1990BA39,10.1007/BF02401205,,,,,,,,
64,156,Gd,70,,,,+1.31(8),,"[B<sub>hf</sub> Gd(Fe)]",IPAC,"Integral Perturbed Angular Correlation",1990SC10,10.1007/BF01290185,,,,,,,,
64,156,Gd,80,,,,+1.63(15),,"[158Gd 261]",TF,"Transient Field integral perturbed angular correlation",1991ST01,10.1007/BF01284786,,,,,,,,
64,156,Gd,90,,,,+1.55(14),,"[156Gd 89.]",TF,"Transient Field integral perturbed angular correlation",1991ST01,10.1007/BF01284786,,,,,,,,
64,156,Gd,100,,,,+1.24(8),,,IPAC,"Integral Perturbed Angular Correlation",1988AL33,10.1007/BF01355597,,,,,,,,
64,156,Gd,110,585,"16 ps",6+,+2.4(2),,"[156Gd 89.]",TF,"Transient Field integral perturbed angular correlation",1992BR07,10.1103/PhysRevC.45.1549,,,,,,,,
64,156,Gd,120,,,,+2.3(4),,"[158Gd 261]",TF,"Transient Field integral perturbed angular correlation",1991ST01,10.1007/BF01284786,,,,,,,,
64,156,Gd,130,,,,+2.2(4),,"[156Gd 89.]",TF,"Transient Field integral perturbed angular correlation",1991ST01,10.1007/BF01284786,,,,,,,,
64,156,Gd,140,,,,+1.5(13),,,IPAC,"Integral Perturbed Angular Correlation",1988AL33,10.1007/BF01355597,,,,,,,,
64,156,Gd,150,965,"4.3 ps",8+,+2.7(3),,"[156Gd 89.]",TF,"Transient Field integral perturbed angular correlation",1992BR07,10.1103/PhysRevC.45.1549,,,,,,,,
64,156,Gd,160,1511,"190 ps",4+,+3.24(11),,,IPAC,"Integral Perturbed Angular Correlation",1988AL33,10.1007/BF01355597,,,,,,,,
64,156,Gd,170,"gs band",,&lt;10+,"g(10<sup>+</sup>)/g(2<sup>+</sup>) =0.89(12)",,,TF,"Transient Field integral perturbed angular correlation",1983HA24,10.1016/0375-9474(83)90466-9,,,,,,,,
64,157,Gd,20,,,,-0.3373(6),,,ENDOR,"Electron-nuclear Double Resonance",1978VA24,10.1088/0022-3719/11/1/028,,,,,,,,
64,157,Gd,30,,,,,"+1.36(6) ",,ABLS,"Atomic Beam Laser Spectroscopy",1990JI06,10.1007/BF02401215,,,,,,,,
64,157,Gd,40,,,,,"+1.35(3) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1983LA08,10.1103/PhysRevC.27.1772,,,,,,,,
64,157,Gd,60,,,,,"1.34(7) ",,O,"Optical Spectroscopy",1979CL04,10.1007/BF01409386,,,,,,,,
64,157,Gd,70,,,,,+1.38(2),[155Gd],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1969UN02,10.1088/0022-3700/2/1/318,,,,,,,,
64,157,Gd,80,55,"0.13 ns",5/2-,,"-0.46(2) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1983LA08,10.1103/PhysRevC.27.1772,,,,,,,,
64,157,Gd,100,,,,,+2.43(7),[157Gd],ME,"Mossbauer Effect",1974AR23,10.1016/0375-9474(74)90464-3,,,,,,,,
64,158,Gd,10,80,"2.52 ns",2+,+0.78(6),,"[158Gd 261]",TF,"Transient Field integral perturbed angular correlation",1992BR07,10.1103/PhysRevC.45.1549,,,,,,,,
64,158,Gd,30,,,,+0.9(2),,"[158Gd 261]",TF,"Transient Field integral perturbed angular correlation",1991ST01,10.1007/BF01284786,,,,,,,,
64,158,Gd,40,,,,+0.8(2),,"[156Gd 89.]",TF,"Transient Field integral perturbed angular correlation",1991ST01,10.1007/BF01284786,,,,,,,,
64,158,Gd,50,,,,,"-2.01(4) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1983LA08,10.1103/PhysRevC.27.1772,,,,,,,,
64,158,Gd,60,,,,,-1.96(4),[157Gd],ME,"Mossbauer Effect",1974AR23,10.1016/0375-9474(74)90464-3,,,,,,,,
64,158,Gd,70,261,"148 ps",4+,+1.60(12),,"[158Gd 261]",TF,"Transient Field integral perturbed angular correlation",1992BR07,10.1103/PhysRevC.45.1549,,,,,,,,
64,158,Gd,80,,,,+1.4(2),,"[156Gd 89.]",TF,"Transient Field integral perturbed angular correlation",1990BA39,10.1007/BF02401205,,,,,,,,
64,158,Gd,90,,,,+1.55(12),,"[156Gd 89.]",TF,"Transient Field integral perturbed angular correlation",1991ST01,10.1007/BF01284786,,,,,,,,
64,158,Gd,100,,,,+1.64(6),,,IPAC,"Integral Perturbed Angular Correlation",1988AL33,10.1007/BF01355597,,,,,,,,
64,158,Gd,110,539,"16 ps",6+,+2.5(2),,"[158Gd 261]",TF,"Transient Field integral perturbed angular correlation",1992BR07,10.1103/PhysRevC.45.1549,,,,,,,,
64,158,Gd,120,,,,2.4(3),,"[158Gd 261]",TF,"Transient Field integral perturbed angular correlation",1991ST01,10.1007/BF01284786,,,,,,,,
64,158,Gd,130,,,,2.3(3),,"[156Gd 89.]",TF,"Transient Field integral perturbed angular correlation",1991ST01,10.1007/BF01284786,,,,,,,,
64,158,Gd,140,904,"5,1",8+,3.4(4),,"[158Gd 261]",TF,"Transient Field integral perturbed angular correlation",1992BR07,10.1103/PhysRevC.45.1549,,,,,,,,
64,158,Gd,150,"gs band",,&lt;10+,"g(10<sup>+</sup>)/g(2<sup>+</sup>) =0.83(11)",,,TF,"Transient Field integral perturbed angular correlation",1983HA24,10.1016/0375-9474(83)90466-9,,,,,,,,
64,159,Gd,10,0,"18.6 h",3/2-,-0.44(3),,,NO/S,"Static Nuclear Orientation with gamma detection",1971KR19,10.1103/PhysRevC.4.1942,,,,,,,,
64,160,Gd,20,,,,,"-2.08(4) a",,Mu-X,"Muonic X-ray Hyperfine Structure",1983LA08,10.1103/PhysRevC.27.1772,,,,,,,,
64,160,Gd,30,248,,4+,1.6(2),,"[158Gd 261]",TF,"Transient Field integral perturbed angular correlation",1991ST01,10.1007/BF01284786,,,,,,,,
64,160,Gd,40,,,,1.5(2),,"[156Gd 89.]",TF,"Transient Field integral perturbed angular correlation",1991ST01,10.1007/BF01284786,,,,,,,,
64,160,Gd,50,515,,6+,2.4(3),,"[158Gd 261]",TF,"Transient Field integral perturbed angular correlation",1991ST01,10.1007/BF01284786,,,,,,,,
64,160,Gd,60,,,,2.3(3),,"[156Gd 89.]",TF,"Transient Field integral perturbed angular correlation",1991ST01,10.1007/BF01284786,,,,,,,,
64,160,Gd,70,"gs band",,&lt;10+,"g(10<sup>+</sup>)/g(2<sup>+</sup>) =0.93(13)",,,TF,"Transient Field integral perturbed angular correlation",1983HA24,10.1016/0375-9474(83)90466-9,,,,,,,,
65,147,Tb,10,0,"1.7 h",1/2+,+1.70(5),,[159Tb],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL36,10.1007/BF01294972,,,,,,,,
65,148,Tb,10,0,"60 m",2-,-1.75(2),,[159Tb],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL36,10.1007/BF01294972,,,,,,,,
65,148,Tb,20,,,,,-0.3(2),[159Tb],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL36,10.1007/BF01294972,,,,,,,,
65,149,Tb,10,0,"4.12 h",1/2+,+1.35(2),,[159Tb],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL36,10.1007/BF01294972,,,,,,,,
65,149,Tb,20,2518,"2.4 ns",(27/2)+,"   4.9(12) ",,,IPAD,"Integral Perturbed Angular Distribution",1990AD02,10.1143/JPSJ.59.66,,,,,,,,
65,150,Tb,10,"0 + x.","3.48 h",2(-),-0.90(2),,[159Tb],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL36,10.1007/BF01294972,,,,,,,,
65,150,Tb,20,,,,,0.00(13),[159Tb],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL36,10.1007/BF01294972,,,,,,,,
65,151,Tb,10,0,"17.6 h",1/2(+),+0.919(6),,[159Tb],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL36,10.1007/BF01294972,,,,,,,,
65,152,Tb,10,0,"17.5 h",2-,-0.58(2),,[159Tb],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL36,10.1007/BF01294972,,,,,,,,
65,152,Tb,20,,,,,+0.34(13),[159Tb],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL36,10.1007/BF01294972,,,,,,,,
65,152,Tb,30,,,,,+0.5(16),[159Tb],NO/S,"Static Nuclear Orientation with gamma detection",1983BE03,10.1088/0305-4616/9/2/014,,,,,,,,
65,153,Tb,10,0,"2.34 d",5/2+,+3.44(2),,[159Tb],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL36,10.1007/BF01294972,,,,,,,,
65,153,Tb,20,,,,3.5(7),,[159Tb],NO/S,"Static Nuclear Orientation with gamma detection",1983BE03,10.1088/0305-4616/9/2/014,,,,,,,,
65,153,Tb,30,,,,,+1.08(14),[159Tb],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL36,10.1007/BF01294972,,,,,,,,
65,154,Tb,10,"0 + x.","9.4 h",3-,+1.6(2),,[159Tb],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL36,10.1007/BF01294972,,,,,,,,
65,154,Tb,20,,,,1.8(4),,[159Tb],NO/S,"Static Nuclear Orientation with gamma detection",1983BE03,10.1088/0305-4616/9/2/014,,,,,,,,
65,154,Tb,40,,,,,+2.9(15),[159Tb],NO/S,"Static Nuclear Orientation with gamma detection",1983BE03,10.1088/0305-4616/9/2/014,,,,,,,,
65,154,Tb,50,"0 + y.","22.7 h",7-,0.9(3),,est.,NO/S,"Static Nuclear Orientation with gamma detection",1983BE03,10.1088/0305-4616/9/2/014,,,,,,,,
65,155,Tb,10,0,"5.32 d",3/2+,+2.01(2),,[159Tb],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL36,10.1007/BF01294972,,,,,,,,
65,155,Tb,20,,,,2.0(2),,[159Tb],NO/S,"Static Nuclear Orientation with gamma detection",1979DU08,10.1007/BF01596545,,,,,,,,
65,155,Tb,30,,,,,+1.41(6),[159Tb],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL36,10.1007/BF01294972,,,,,,,,
65,156,Tb,10,0,"5.35 d",3-,1.7(2),,[159Tb],NO/S,"Static Nuclear Orientation with gamma detection",1983BE03,10.1088/0305-4616/9/2/014,,,,,,,,
65,156,Tb,20,,,,1.9(3),,[159Tb],NO/S,"Static Nuclear Orientation with gamma detection",1979RI17,10.1007/BF01600013,,,,,,,,
65,156,Tb,30,,,,1.4(2),,,NO/S,"Static Nuclear Orientation with gamma detection",1962LO01,10.1016/0029-5582(62)90069-X,,,,,,,,
65,156,Tb,40,,,,,+2.3(8),[159Tb],NO/S,"Static Nuclear Orientation with gamma detection",1983BE03,10.1088/0305-4616/9/2/014,,,,,,,,
65,156,Tb,50,,,,,+3.0(9),[159Tb],NO/S,"Static Nuclear Orientation with gamma detection",1979RI17,10.1007/BF01600013,,,,,,,,
65,156,Tb,60,,,,,+1.4(5),[159Tb],NO/S,"Static Nuclear Orientation with gamma detection",1962LO01,10.1016/0029-5582(62)90069-X,,,,,,,,
65,157,Tb,10,0,"71 y",3/2+,+2.01(2),,[159Tb],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL36,10.1007/BF01294972,,,,,,,,
65,157,Tb,20,,,,2.0(1),,[159Tb],EPR,"Electron Paramagnetic Resonance",1968EA04,10.1103/PhysRev.170.1083,,,,,,,,
65,157,Tb,30,,,,,+1.40(8),[159Tb],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1990AL36,10.1007/BF01294972,,,,,,,,
65,158,Tb,10,0,"180 y",3-,+1.758(7),,[159Tb],EPR,"Electron Paramagnetic Resonance",1968EA04,10.1103/PhysRev.170.1083,,,,,,,,
65,159,Tb,30,58,"55 ps",5/2-,3.9(2),,,IPAC,"Integral Perturbed Angular Correlation",1972BE94,,,,,,,,,
65,159,Tb,40,,,,"1.62(9) or 2.32(13)",,[159Tb],ME,"Mossbauer Effect",1966AT05,10.1016/S0029-5582(66)80104-9,,,,,,,,
65,160,Tb,10,0,"72.3 d",3-,1.790(7),,[159Tb],NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1987MA42,10.1103/PhysRevLett.59.1764,,,,,,,,
65,160,Tb,20,,,,+1.702(8),,[159Tb],EPR,"Electron Paramagnetic Resonance",1968EA04,10.1103/PhysRev.170.1083,,,,,,,,
65,160,Tb,30,,,,1.5(6),,[159Tb],NO/S,"Static Nuclear Orientation with gamma detection",1983BE03,10.1088/0305-4616/9/2/014,,,,,,,,
65,160,Tb,40,,,,,3.85(5),[159Tb],NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1987MA42,10.1103/PhysRevLett.59.1764,,,,,,,,
65,160,Tb,50,,,,,3.56(10),[159Tb],NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1986RO07,10.1103/PhysRevLett.56.1976,,,,,,,,
65,161,Tb,10,0,"6.89 d",3/2+,2.2(1),,[159Tb],NO/S,"Static Nuclear Orientation with gamma detection",1983RI15,10.1007/BF02159721,,,,,,,,
65,161,Tb,20,,,,,+1.3(6),[159Tb],NO/S,"Static Nuclear Orientation with gamma detection",1983RI15,10.1007/BF02159721,,,,,,,,
66,147,Dy,10,0,"67 s",(1/2+),-0.915(9),,,CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1989RA17,"10.1016/0092-640X(89)90008-9 ",,,,,,,,
66,147,Dy,20,751,"55 s",(11/2-),-0.655(10),,[163Dy],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1989RA17,"10.1016/0092-640X(89)90008-9 ",,,,,,,,
66,147,Dy,30,,,,,+0.67(10),[163Dy],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1989RA17,"10.1016/0092-640X(89)90008-9 ",,,,,,,,
66,149,Dy,10,0,"4.2 m",7/2-,-0.119(7),,[163Dy],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1989RA17,"10.1016/0092-640X(89)90008-9 ",,,,,,,,
66,149,Dy,20,,,,,-0.62(5),[163Dy],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1989RA17,"10.1016/0092-640X(89)90008-9 ",,,,,,,,
66,149,Dy,30,8522,"28 ns",(49/2),+10.0(15),,"[152Dy 6129.]",TDPAD,"Time Dependent Perturbed Angular Distribution",2003WA28,10.1016/j.nuclphysa.2003.09.007,,,,,,,,
66,151,Dy,10,0,"17.9 m",7/2-,-0.945(7),,,CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1989RA17,"10.1016/0092-640X(89)90008-9 ",,,,,,,,
66,151,Dy,20,,,,,-0.30(5),[163Dy],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1989RA17,"10.1016/0092-640X(89)90008-9 ",,,,,,,,
66,152,Dy,10,6129,"9.5 ns",21-,+11.6(12),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1979ME01,10.1103/PhysRevLett.42.23,,,,,,,,
66,152,Dy,20,7882,"1.6 ns",27-,+2.4(11),,,TDPAD,"Time Dependent Perturbed Angular Distribution",2004FU36,10.1007/s10751-005-9113-4,,,,,,,,
66,152,Dy,30,,,"31 - 56","g(avge) = 0.21(1)",,,TF,"Transient Field integral perturbed angular correlation",1991HA16,10.1103/PhysRevC.44.1397,,,,,,,,
66,153,Dy,10,0,"6.4 h",7/2-,-0.782(6),,[163Dy],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1989RA17,"10.1016/0092-640X(89)90008-9 ",,,,,,,,
66,153,Dy,20,,,,-0.715(6),,[163Dy],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1972RO36,10.1088/0031-8949/6/1/3,,,,,,,,
66,153,Dy,30,,,,,-0.02(5),[163Dy],CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1989RA17,"10.1016/0092-640X(89)90008-9 ",,,,,,,,
66,153,Dy,40,,,,,-0.15(9),[163Dy],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1972RO36,10.1088/0031-8949/6/1/3,,,,,,,,
66,154,Dy,10,yrast,,2+,0.72(8),,[calc],theory,"The value is a theoretical estimation",1993BI05,10.1016/0375-9474(93)90653-F,1993BI09,"10.1016/0375-9474(93)90493-H ",,,,,,
66,154,Dy,20,band,,4+,"1.6(2), g/g(2+) 1.1(2)",,"[154Dy 334.]",IPAD,"Integral Perturbed Angular Distribution",1993BI05,10.1016/0375-9474(93)90653-F,1993BI09,"10.1016/0375-9474(93)90493-H ",,,,,,
66,154,Dy,30,,,"6+ - 8+","g/g(2<sup>+</sup>) 1.0(3)",,"[154Dy 334.]",IPAD,"Integral Perturbed Angular Distribution",1993BI05,10.1016/0375-9474(93)90653-F,1993BI09,"10.1016/0375-9474(93)90493-H ",,,,,,
66,154,Dy,40,,,"10+ - 14+","g/g(2<sup>+</sup>) 0.5(4)",,"[154Dy 334.]",IPAD,"Integral Perturbed Angular Distribution",1993BI05,10.1016/0375-9474(93)90653-F,1993BI09,"10.1016/0375-9474(93)90493-H ",,,,,,
66,154,Dy,50,,,"16+ - 20+","g/g(2<sup>+</sup>) 0.3(4)",,"[154Dy 334.]",IPAD,"Integral Perturbed Angular Distribution",1993BI05,10.1016/0375-9474(93)90653-F,1993BI09,"10.1016/0375-9474(93)90493-H ",,,,,,
66,154,Dy,60,,,"22+ - 30+","g/g(2<sup>+</sup>) 0.8(4)",,"[154Dy 334.]",IPAD,"Integral Perturbed Angular Distribution",1993BI05,10.1016/0375-9474(93)90653-F,1993BI09,"10.1016/0375-9474(93)90493-H ",,,,,,
66,154,Dy,70,,,"32+ - 36+","g/g(2<sup>+</sup>) 1.2(3)",,"[154Dy 334.]",IPAD,"Integral Perturbed Angular Distribution",1993BI05,10.1016/0375-9474(93)90653-F,1993BI09,"10.1016/0375-9474(93)90493-H ",,,,,,
