z,a,symbol,ordering,"energy [keV]",halflife,spin,"magnetic dipole [nm]","electric quadrupole [b]",reference_standard,method,description,citation_01,doi_01,citation_02,doi_02,citation_03,doi_03,citation_04,doi_04,citation_05,doi_05
27,59,Co,60,,,,,"+0.42(3) st",,O,"Optical Spectroscopy",1969MU11,10.1143/JPSJ.27.1690,,,,,,,,
27,59,Co,70,1292,"551 ps",3/2-,+2.54(12),,,IPAC,"Integral Perturbed Angular Correlation",1974BA08,10.1088/0031-8949/9/2/3,,,,,,,,
27,60,Co,40,59,"10.5 m",2+,+4.40(9),,,AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1969HUZY,,,,,,,,,
27,60,Co,50,,,,,+0.3(4),,AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1969HUZY,,,,,,,,,
27,60,Co,10,0,"5.271 y",5+,+3.799(8),,[59Co],NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1972NI01,10.1016/0031-8914(72)90168-1,,,,,,,,
27,60,Co,30,,,,,+0.44(5),[59Co],NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1972NI01,10.1016/0031-8914(72)90168-1,,,,,,,,
28,55,Ni,10,0,"205 ms",3/2-,(-)0.98(3),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2009BE22,10.1103/PhysRevC.79.064305,,,,,,,,
28,57,Ni,10,0,"35.6 h",3/2-,-0.7975(14),,,NMR/ON(b),"Nuclear Magnetic Resonance on Oriented Nuclei with beta detection",1996OH02,10.1103/PhysRevC.54.554,,,,,,,,
28,57,Ni,20,,,,0.88(6),,,NO/S,"Static Nuclear Orientation with gamma detection",1975RO06,10.1016/0370-2693(75)90553-5,,,,,,,,
28,58,Ni,10,1454,"0.65 ps",2+,+0.076(17),,,TF,"Transient Field integral perturbed angular correlation",2001KE02,10.1103/PhysRevC.63.021302,,,,,,,,
28,58,Ni,20,,,,-0.1(3),,,TF,"Transient Field integral perturbed angular correlation",1978HA13,10.1103/PhysRevC.17.997,,,,,,,,
28,58,Ni,30,,,,,-0.10(6),,CER,"Coulomb excitation reorientation",1974LE13,10.1016/0375-9474(74)90706-4,,,,,,,,
28,59,Ni,10,339,"68 ps",5/2-,+0.35(15),,,IPAD,"Integral Perturbed Angular Distribution",1974WE05,10.1007/BF01668845,,,,,,,,
28,60,Ni,10,1332,"0.74 ps",2+,+0.32(6),,,TF,"Transient Field integral perturbed angular correlation",2001KE02,10.1103/PhysRevC.63.021302,,,,,,,,
28,60,Ni,20,,,,+0.2(3),,,TF,"Transient Field integral perturbed angular correlation",1978HA13,10.1103/PhysRevC.17.997,,,,,,,,
28,60,Ni,30,,,,,+0.03(5),,CER,"Coulomb excitation reorientation",1974LE13,10.1016/0375-9474(74)90706-4,,,,,,,,
28,60,Ni,40,,,,,-0.10(2),,ES,"Electron Scattering",1972LI12,10.1016/0370-2693(72)90520-5,,,,,,,,
28,61,Ni,20,,,,,"+0.162(15) st",,AB,"Atomic Beam Magnetic Resonance - Thermal Beam",2008PY02,"10.1080/00268970802018367 ",1968CH10,10.1103/PhysRev.170.136,,,,,,
28,61,Ni,30,67,"5.34 ns",5/2-,+0.480(6),,[61Ni],ME,"Mossbauer Effect",1971GO31,,,,,,,,,
28,61,Ni,40,,,,,"-0.20(3) st",[61Ni],ME,"Mossbauer Effect",1971GO31,,,,,,,,,
28,61,Ni,50,,,,,"-0.08(7) st",[61Ni],ME,"Mossbauer Effect",1976OB01,10.1016/0022-1902(76)80041-3,,,,,,,,
28,62,Ni,10,1173,"1.45 ps",2+,+0.33(5),,,TF,"Transient Field integral perturbed angular correlation",2001KE02,10.1103/PhysRevC.63.021302,,,,,,,,
28,62,Ni,20,,,,+0.68(14),,,TF,"Transient Field integral perturbed angular correlation",1988SP04,10.1007/BF01289427,,,,,,,,
28,62,Ni,30,,,,+0.6(2),,,TF,"Transient Field integral perturbed angular correlation",1978HA13,10.1103/PhysRevC.17.997,,,,,,,,
28,63,Ni,10,87,"1.67 &mu;s",5/2-,+0.752(3),,"[19F 197.]",TDPAD,"Time Dependent Perturbed Angular Distribution",1970BL06,10.1016/0370-2693(70)90331-X,,,,,,,,
28,63,Ni,20,1292,"3.3 ps",9/2+,-1.211(13),,,TDPAD,"Time Dependent Perturbed Angular Distribution",N/A,10.1103/PhysRevB.40.7633,,,,,,,,
28,64,Ni,10,1346,"1.09 ps",2+,+0.37(6),,,TF,"Transient Field integral perturbed angular correlation",2001KE02,10.1103/PhysRevC.63.021302,,,,,,,,
28,64,Ni,20,,,,+0.9(3),,,TF,"Transient Field integral perturbed angular correlation",1978HA13,10.1103/PhysRevC.17.997,,,,,,,,
28,64,Ni,30,,,,,+0.4(2),,CER,"Coulomb excitation reorientation",1971CHZK,,,,,,,,,
28,65,Ni,10,0,"2.518 h",5/2-,0.69(6),,,NO/S,"Static Nuclear Orientation with gamma detection",1976KR09,10.1103/PhysRevC.14.650,,,,,,,,
28,65,Ni,20,1017,"25.6 ns",9/2+,-1.332(14),,"[63Ni 1294.]",TDPAD,"Time Dependent Perturbed Angular Distribution",2005GE09,10.1088/0954-3899/31/10/010,,,,,,,,
28,67,Ni,10,0,"21 s",1/2-,+0.601(5),,,NMR/ON(b),"Nuclear Magnetic Resonance on Oriented Nuclei with beta detection",2000RI14,10.1103/PhysRevLett.85.1392,,,,,,,,
28,67,Ni,20,1007,"13 &mu;s",9/2+,0.56(3),,,TDPAD,"Time Dependent Perturbed Angular Distribution",2002GE16,10.1088/0954-3899/28/12/308,,,,,,,,
29,57,Cu,20,,,,2.00(5),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2006MI07,10.1103/PhysRevLett.96.102501,,,,,,,,
29,58,Cu,10,0,"3.2 s",1+,+0.570(2),,[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2011VI03,10.1016/j.physletb.2011.07.050,,,,,,,,
29,58,Cu,30,,,,0.46(3),,,b-NMR,"NMR of in-beam polarized nuclei with beta asymmetry detection",2010MI30,10.1007/s10751-010-0249-5,,,,,,,,
29,58,Cu,40,,,,+0.52(8),,,LRIS,"Laser Resonance Ionization",2008ST12,10.1103/PhysRevC.77.067302,,,,,,,,
29,58,Cu,60,,,,,-0.15(3),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2011VI03,10.1016/j.physletb.2011.07.050,,,,,,,,
29,59,Cu,10,0,"81.5 s",3/2-,+1.8910(9),,[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2011VI03,10.1016/j.physletb.2011.07.050,,,,,,,,
29,59,Cu,30,,,,+1.891(9),,,NMR/ON(b),"Nuclear Magnetic Resonance on Oriented Nuclei with beta detection",2004GO39,10.1103/PhysRevC.70.014312,,,,,,,,
29,59,Cu,60,,,,,-0.19(2),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2011VI03,10.1016/j.physletb.2011.07.050,,,,,,,,
29,60,Cu,10,0,"23.7 m",2+,+1.2186(5),,[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2011VI03,10.1016/j.physletb.2011.07.050,,,,,,,,
29,60,Cu,20,,,,+1.219(3),,[63Cu],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1968PH04,10.1103/PhysRev.169.917,,,,,,,,
29,60,Cu,40,,,,,+0.116(12),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2011VI03,10.1016/j.physletb.2011.07.050,,,,,,,,
29,61,Cu,10,0,"3.34 h",3/2-,+2.1083(5),,[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2011VI03,10.1016/j.physletb.2011.07.050,,,,,,,,
29,61,Cu,20,,,,+2.1089(11),,[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,61,Cu,30,,,,+2.14(4),,[63Cu],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1966DO01,10.1103/PhysRev.142.638,,,,,,,,
29,61,Cu,50,,,,,-0.211(10),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2011VI03,10.1016/j.physletb.2011.07.050,,,,,,,,
29,61,Cu,60,,,,,-0.21(2),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,62,Cu,10,0,"9.67 m",1+,-0.3796(4),,[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2011VI03,10.1016/j.physletb.2011.07.050,,,,,,,,
29,62,Cu,20,,,,-0.3809(12),,[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,62,Cu,30,,,,-0.380(4),,[63Cu],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1968PH04,10.1103/PhysRev.169.917,,,,,,,,
29,62,Cu,40,,,,,-0.022(4),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2011VI03,10.1016/j.physletb.2011.07.050,,,,,,,,
29,62,Cu,50,,,,,0.00(2),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,62,Cu,60,41,"4.6 ns",2+,+1.10(10),,,TDPAC,"Time Dependent Perturbed Angular Correlation",1993LO10,10.1007/BF02320304,,,,,,,,
29,62,Cu,70,,,,+1.32(3),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1973BL07,10.1007/BF01402165,,,,,,,,
29,62,Cu,80,390,"11 ns",4+,+2.67(16),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1973BL07,10.1007/BF01402165,,,,,,,,
29,63,Cu,10,0,stable,3/2-,+2.2236(4),,[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,63,Cu,20,,,,2.227206(3),,[23Na],NMR,"Nuclear Magnetic Resonance",1978LU08,10.1007/BF01408195,,,,,,,,
29,63,Cu,30,,,,2.2273456(14),,[11B],NMR,"Nuclear Magnetic Resonance",1978LU08,10.1007/BF01408195,,,,,,,,
29,63,Cu,40,,,,,-0.211(7),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,63,Cu,60,,,,,"0.220(15) a",,Mu-X,"Muonic X-ray Hyperfine Structure",2008PY02,"10.1080/00268970802018367 ",1982EF01,10.1007/BF01420154,,,,,,
29,63,Cu,70,4498,"4.1 ns",17/2+,+1.56(10),,"[62Cu 390.]",IPAD,"Integral Perturbed Angular Distribution",1983KA24,10.1016/0375-9474(83)90375-5,,,,,,,,
29,64,Cu,10,0,"12.7 h",1+,-0.2164(4),,[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,64,Cu,20,,,,-0.217(2),,[63Cu],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1966DO01,10.1103/PhysRev.142.638,,,,,,,,
29,64,Cu,40,,,,,+0.072(9),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,64,Cu,50,1594,"20.4 ns",6-,+1.06(3),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1972BL16,10.1016/0375-9474(72)91033-0,,,,,,,,
29,65,Cu,20,,,,2.3816(2),,[63Cu],NMR,"Nuclear Magnetic Resonance",1978LU08,10.1007/BF01408195,,,,,,,,
29,65,Cu,30,,,,,-0.204(14),,Mu-X,"Muonic X-ray Hyperfine Structure",2008PY02,"10.1080/00268970802018367 ",1982EF01,10.1007/BF01420154,,,,,,
29,65,Cu,50,1115,"0.28 ps",5/2-,+4.5(9),,,IPAD,"Integral Perturbed Angular Distribution",1979DA20,,,,,,,,,
29,66,Cu,10,0,"5.1 m",1+,-0.2823(8),,[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,66,Cu,20,,,,-0.282(2),,[65Cu],AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1969CU09,10.1088/0305-4470/2/6/6,,,,,,,,
29,66,Cu,40,,,,,+0.056(13),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,66,Cu,50,1154,"600 ns",6-,+1.038(3),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1972BL16,10.1016/0375-9474(72)91033-0,,,,,,,,
29,66,Cu,70,,,,,0.186(12),"[63,65Cu]",TDPAD,"Time Dependent Perturbed Angular Distribution",2011LO01,10.1016/j.physletb.2010.10.016,,,,,,,,
29,67,Cu,10,0,"61.8 h",3/2-,+2.5142(6),,[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,67,Cu,20,,,,+2.54(2),,,NMR/ON(b),"Nuclear Magnetic Resonance on Oriented Nuclei with beta detection",2000RI23,10.1023/A:1012638606238,,,,,,,,
29,67,Cu,40,,,,,-0.174(8),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,68,Cu,10,0,"30.9 s",1+,+2.3933(6),,[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,68,Cu,20,,,,"+ 2.6(3)",,[65Cu],LRIS,"Laser Resonance Ionization",2004GH13,10.1103/PhysRevC.69.064310,,,,,,,,
29,68,Cu,40,,,,,-0.082(13),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,68,Cu,50,721,"3.75 m",6-,+1.1548(6),,[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,68,Cu,60,,,,"+ 1.3(6)",,[65Cu],LRIS,"Laser Resonance Ionization",2004GH13,10.1103/PhysRevC.69.064310,,,,,,,,
29,68,Cu,80,,,,,-0.44(2),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,69,Cu,10,0,"2.85 m",3/2-,+2.8383(10),,[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,69,Cu,20,,,,+2.84(1),,,NMR/ON(b),"Nuclear Magnetic Resonance on Oriented Nuclei with beta detection",2000RI14,10.1103/PhysRevLett.85.1392,,,,,,,,
29,69,Cu,40,,,,,-0.147(16),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,69,Cu,50,,,,1.46(16),,,TDPAD,"Time Dependent Perturbed Angular Distribution",2002GE16,10.1088/0954-3899/28/12/308,,,,,,,,
29,70,Cu,10,0,"44.5 s",6-,+1.3666(5),,[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,70,Cu,20,,,,(+)1.3(5),,[65Cu],LRIS,"Laser Resonance Ionization",2004GH13,10.1103/PhysRevC.69.064310,,,,,,,,
29,70,Cu,40,,,,,-0.285(14),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,70,Cu,50,101,"33 s",3-,-3.3641(15),,[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,70,Cu,60,,,,(-)3.5(4),,[65Cu],LRIS,"Laser Resonance Ionization",2004GH13,10.1103/PhysRevC.69.064310,,,,,,,,
29,70,Cu,80,,,,,-0.13(4),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,70,Cu,90,242,"6.6 s",1+,+1.7779(15),,[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,70,Cu,100,,,,+1.9(2),,[65Cu],LRIS,"Laser Resonance Ionization",2004GH13,10.1103/PhysRevC.69.064310,,,,,,,,
29,70,Cu,110,,,,,-0.12(3),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,71,Cu,20,,,,+2.28(1),,,NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",2008ST01,10.1103/PhysRevC.77.014315,,,,,,,,
29,71,Cu,40,,,,,-0.190(16),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,73,Cu,30,,,,,-0.200(10),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
29,75,Cu,40,,,,,-0.269(16),[65Cu],CLS,"Resonance Cell Laser Spectroscopy",2010VI07,10.1103/PhysRevC.82.064311,,,,,,,,
30,62,Zn,10,954,"2.9 ps",2+,+0.7(2),,[63Cu],TF,"Transient Field integral perturbed angular correlation",2002KE02,10.1103/PhysRevC.65.034308,,,,,,,,
30,63,Zn,10,,,,-0.28164(5),,[67Zn],OD,"Optical Double Resonance",1969LA05,10.1103/PhysRev.177.1606,,,,,,,,
30,63,Zn,20,,,,,+0.29(3),[67Zn],OD,"Optical Double Resonance",1969LA05,10.1103/PhysRev.177.1606,,,,,,,,
30,64,Zn,10,992,"1.94 ps",2+,+0.89(6),,,TF,"Transient Field integral perturbed angular correlation",2005LE12,PhysRevC.71.034303,,,,,,,,
30,64,Zn,20,,,,+0.89(9),,,TF,"Transient Field integral perturbed angular correlation",2002KE02,10.1103/PhysRevC.65.034308,,,,,,,,
30,64,Zn,30,,,,+0.9(2),,,IMPAC,"Perturbed Angular Correlation after Ion Implantation",1979FA06,10.1007/BF01437986,,,,,,,,
30,64,Zn,40,,,,,-0.124(12),,ES,"Electron Scattering",1976NE06,10.1016/0375-9474(76)90171-8,,,,,,,,
30,64,Zn,60,,,,,"-0.32(6) or -0.26(6)",,CER,"Coulomb excitation reorientation",1988SA32,10.1103/PhysRevC.38.2439,,,,,,,,
30,64,Zn,70,2307,"0.78 ps",4+,+2.1(6),,,TF,"Transient Field integral perturbed angular correlation",2005LE12,PhysRevC.71.034303,,,,,,,,
30,64,Zn,80,2999,"0.15 ps",3+,+1.5(9),,,TF,"Transient Field integral perturbed angular correlation",2005LE12,PhysRevC.71.034303,,,,,,,,
30,64,Zn,90,4635,"94 ps",7-,"1.6(3) ",,,RIGV,"Recoil into gas or vacuum",1983BA69,10.1007/BF01411829,,,,,,,,
30,65,Zn,10,0,"244.1 d",5/2-,+0.7690(2),,[67Zn],OD,"Optical Double Resonance",1964BY01,10.1103/PhysRev.134.A47,,,,,,,,
30,65,Zn,20,,,,,-0.023(2),[67Zn],OD,"Optical Double Resonance",1964BY01,10.1103/PhysRev.134.A47,,,,,,,,
30,65,Zn,40,115,"444 ps",3/2-,-0.8(2),,"[67Zn 185.]",IPAD,"Integral Perturbed Angular Distribution",1975WE08,10.1016/0375-9474(75)90322-X,,,,,,,,
30,65,Zn,50,207,"150 ps",3/2-,+0.7(3),,"[67Zn 185.]",IPAD,"Integral Perturbed Angular Distribution",1975WE08,10.1016/0375-9474(75)90322-X,,,,,,,,
30,65,Zn,70,,,,-1.7(5),,"[67Zn 185.]",IPAD,"Integral Perturbed Angular Distribution",1975WE08,10.1016/0375-9474(75)90322-X,,,,,,,,
30,66,Zn,10,1039,"1.68 ps",2+,+1.06(10),,,TF,"Transient Field integral perturbed angular correlation",2006LE24,10.1103/PhysRevC.73.064305,,,,,,,,
30,66,Zn,20,,,,+0.80(8),,,TF,"Transient Field integral perturbed angular correlation",2002KE02,10.1103/PhysRevC.65.034308,,,,,,,,
30,66,Zn,30,,,,+0.9(2),,,IMPAC,"Perturbed Angular Correlation after Ion Implantation",1979FA06,10.1007/BF01437986,,,,,,,,
30,66,Zn,40,,,,,+0.24(8),,CER,"Coulomb excitation reorientation",2003KO51,"EurPhysJ 18 87",,,,,,,,
30,66,Zn,50,2451,"0.76 ps",4+,+2.6(8),,,TF,"Transient Field integral perturbed angular correlation",2006LE24,10.1103/PhysRevC.73.064305,,,,,,,,
30,66,Zn,60,2826,"0.18 ps",3-,+2.1(9),,,TF,"Transient Field integral perturbed angular correlation",2006LE24,10.1103/PhysRevC.73.064305,,,,,,,,
30,66,Zn,70,4076,"30 ps",6-,"0.9(2) h",,,RIGV,"Recoil into gas or vacuum",1983BA69,10.1007/BF01411829,,,,,,,,
30,66,Zn,80,4252,"133 ps",7-,"1.0(2) h",,,RIGV,"Recoil into gas or vacuum",1983BA69,10.1007/BF01411829,,,,,,,,
30,67,Zn,20,,,,+0.8752049(11),,[37Cl],NMR,"Nuclear Magnetic Resonance",1973EP02,10.1016/0375-9601(73)90193-X,,,,,,,,
30,67,Zn,30,,,,,+0.150(15),,R,"Re-evaluated by N.J. Stone (2013StZZ) usually because of change in reference standard",1969LA05,10.1103/PhysRev.177.1606,,,,,,,,
30,67,Zn,40,93,"9.1 &mu;s",1/2-,+0.587(11),,,ME,"Mossbauer Effect",1988IK02,10.1103/PhysRevB.38.6380,,,,,,,,
30,67,Zn,50,185,"1.04 ns",3/2-,+0.50(6),,,IPAC,"Integral Perturbed Angular Correlation",1969BO41,,,,,,,,,
30,67,Zn,60,604,"333 ns",9/2+,-1.097(9),,"[19F 197.]",TDPAD,"Time Dependent Perturbed Angular Distribution",1973BE56,10.1016/0375-9474(73)90482-X,,,,,,,,
30,67,Zn,70,,,,,0.54(5),[67Zn],TDPAD,"Time Dependent Perturbed Angular Distribution",1976CH37,10.1007/BF01312998,,,,,,,,
30,68,Zn,20,,,,+1.07(12),,,TF,"Transient Field integral perturbed angular correlation",2007BO04,10.1103/PhysRevC.76.054311,,,,,,,,
30,68,Zn,30,,,,+1.16(12),,,TF,"Transient Field integral perturbed angular correlation",2005LE38,PhysRev.C72.044301,,,,,,,,
30,68,Zn,40,,,,+1.10(8),,,TF,"Transient Field integral perturbed angular correlation",2005LE12,PhysRevC.71.034303,,,,,,,,
30,68,Zn,50,,,,+0.87(9),,,TF,"Transient Field integral perturbed angular correlation",2002KE02,10.1103/PhysRevC.65.034308,,,,,,,,
30,68,Zn,60,,,,+0.9(3),,,IMPAC,"Perturbed Angular Correlation after Ion Implantation",1979FA06,10.1007/BF01437986,,,,,,,,
30,68,Zn,90,,,,+1.2(6),,,TF,"Transient Field integral perturbed angular correlation",2007BO04,10.1103/PhysRevC.76.054311,,,,,,,,
30,68,Zn,100,,,,+1.0(3),,,TF,"Transient Field integral perturbed angular correlation",2005LE38,PhysRev.C72.044301,,,,,,,,
30,68,Zn,110,,,,+1.1(3),,,TF,"Transient Field integral perturbed angular correlation",2005LE12,PhysRevC.71.034303,,,,,,,,
30,68,Zn,130,,,,+2.4(12),,,TF,"Transient Field integral perturbed angular correlation",2007BO04,10.1103/PhysRevC.76.054311,,,,,,,,
30,68,Zn,140,,,,-1.2(12),,,TF,"Transient Field integral perturbed angular correlation",2005LE38,PhysRev.C72.044301,,,,,,,,
30,68,Zn,150,,,,-1.6(8),,,TF,"Transient Field integral perturbed angular correlation",2005LE12,PhysRevC.71.034303,,,,,,,,
30,68,Zn,160,2750,"0.26 ps",3-,+1.2(16),,,TF,"Transient Field integral perturbed angular correlation",2007BO04,10.1103/PhysRevC.76.054311,,,,,,,,
30,68,Zn,170,,,,+0.9(12),,,TF,"Transient Field integral perturbed angular correlation",2005LE38,PhysRev.C72.044301,,,,,,,,
30,68,Zn,180,,,,+1.2(9),,,TF,"Transient Field integral perturbed angular correlation",2005LE12,PhysRevC.71.034303,,,,,,,,
30,69,Zn,30,,,,,-0.51(5),[67Zn],NO/S,"Static Nuclear Orientation with gamma detection",1983OE01,10.1007/BF01415228,,,,,,,,
30,70,Zn,10,885,"3.7 ps",2+,+0.76(4),,,TF,"Transient Field integral perturbed angular correlation",2009MU06,10.1103/PhysRevC.79.054310,,,,,,,,
30,70,Zn,20,,,,+0.76(8),,,TF,"Transient Field integral perturbed angular correlation",2002KE02,10.1103/PhysRevC.65.034308,,,,,,,,
30,70,Zn,30,,,,+0.60(14),,,IMPAC,"Perturbed Angular Correlation after Ion Implantation",1979FA06,10.1007/BF01437986,,,,,,,,
30,70,Zn,40,,,,,-0.23(2),,ES,"Electron Scattering",1976NE06,10.1016/0375-9474(76)90171-8,,,,,,,,
30,70,Zn,60,1759,"1.9 ps",2+,+1.0(4),,,TF,"Transient Field integral perturbed angular correlation",2009MU06,10.1103/PhysRevC.79.054310,,,,,,,,
30,70,Zn,70,1786,"1.9 ps",4+,1.5(6),,,TF,"Transient Field integral perturbed angular correlation",2009MU06,10.1103/PhysRevC.79.054310,,,,,,,,
30,72,Zn,10,,,,+0.36(34),,,HVTF,"High-Velocity Transient Field",2012FI02,10.1103/PhysRevC.85.034334,,,,,,,,
30,79,Zn,10,,,,,+0.40(4),,CLS,"Resonance Cell Laser Spectroscopy",2017WR01,"PhysLett B771 385",,,,,,,,
30,79,Zn,20,,,,,+0.49(5),[67Zn],CLS,"Resonance Cell Laser Spectroscopy",2016YA02,"10.1103/PhysRevLett.116.182502 ",,,,,,,,
30,79,Zn,30,983,">200 ms",1/2+,-1.0180(12),,[67Zn],CLS,"Resonance Cell Laser Spectroscopy",2016YA02,"10.1103/PhysRevLett.116.182502 ",,,,,,,,
31,63,Ga,10,0,"32.4 s",3/2-,+0.1469(5),,[69Ga],CLS,"Resonance Cell Laser Spectroscopy",2012PR11,10.1103/PhysRevC.86.034329,,,,,,,,
31,63,Ga,20,,,,,+0.212(14),[69Ga],CLS,"Resonance Cell Laser Spectroscopy",2012PR11,10.1103/PhysRevC.86.034329,,,,,,,,
31,66,Ga,20,,,,0.90(2),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1978FI03,10.1016/0375-9474(78)90189-6,,,,,,,,
31,66,Ga,30,,,,+0.89(2),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1985RA33,10.1007/BF02354642,,,,,,,,
31,66,Ga,40,,,,,0.78(4),,TDPAD,"Time Dependent Perturbed Angular Distribution",1985RA33,10.1007/BF02354642,,,,,,,,
31,66,Ga,50,3043,"0.208 ns",9+,4.2(9),,,IPAC,"Integral Perturbed Angular Correlation",1987BA45,10.1007/BF02395350,,,,,,,,
31,67,Ga,10,0,"78.3 h",3/2-,+1.8507(3),,"[69,71Ga]",AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1968EH02,10.1103/PhysRev.176.25,,,,,,,,
31,67,Ga,20,,,,+1.848(5),,[71Ga],CLS,"Resonance Cell Laser Spectroscopy",2010CH16,10.1103/PhysRevLett.104.252502,,,,,,,,
31,67,Ga,50,,,,,+0.198(16),[71Ga],CLS,"Resonance Cell Laser Spectroscopy",2010CH16,10.1103/PhysRevLett.104.252502,,,,,,,,
31,67,Ga,70,3578,"0.16 ns",15/2+,-1.7(5),,,IPAD,"Integral Perturbed Angular Distribution",1986BA79,10.1007/BF02394326,,,,,,,,
31,68,Ga,10,0,"67.7 m",1+,0.01175(5),,"[69,71Ga]",AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1962EH02,"10.1103/PhysRev.127.529 ",,,,,,,,
31,68,Ga,30,1230,"62 ns",7-,+0.74(2),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1978FI03,10.1016/0375-9474(78)90189-6,,,,,,,,
31,68,Ga,40,,,,+0.72(2),,,TDPAD,"Time Dependent Perturbed Angular Distribution",1985RA33,10.1007/BF02354642,,,,,,,,
31,68,Ga,50,,,,,+0.72(2),[69Ga],TDPAD,"Time Dependent Perturbed Angular Distribution",1985RA33,10.1007/BF02354642,,,,,,,,
